Match_ID,Kills,Damage,Win,Top10,Headshot%,LongestKill,Revives,Knocked
10974,4,1009,0,1,34.7,272,0,2
10975,3,699,1,1,29.6,114,0,3
10976,2,1144,0,1,35.4,449,0,2
10977,1,1258,0,0,29.0,251,0,0
10978,1,1051,0,1,34.2,275,0,2
10979,4,788,1,0,44.4,97,0,1
10980,5,1259,0,1,12.1,237,0,0
10981,4,667,0,1,32.4,185,0,0
10982,1,1167,0,1,21.8,398,3,2
10983,4,297,0,1,17.8,101,0,2
10984,2,929,0,0,21.1,307,0,2
10985,4,760,0,1,44.7,195,0,0
10986,1,556,0,1,44.4,112,0,0
10987,2,1226,0,1,14.7,207,0,1
10988,4,363,0,1,45.7,110,0,1
10989,1,1245,1,1,39.8,421,0,1
10990,3,516,1,1,11.3,341,0,0
10991,3,1163,0,1,40.3,218,0,0
10992,7,705,1,0,10.6,376,0,3
10993,4,411,1,1,28.2,153,0,1
10994,3,786,0,1,20.4,305,0,2
10995,1,1040,0,1,31.7,412,0,2
10996,3,675,0,0,42.9,337,1,4
10997,2,965,0,0,11.9,449,0,0
10998,3,1072,0,0,22.7,397,0,1
10999,3,1273,1,0,28.3,75,0,1
11000,2,915,1,0,41.6,380,0,1
11001,5,1191,0,1,26.0,56,2,2
11002,3,1112,0,0,14.7,144,0,2
11003,0,876,0,1,11.9,93,0,0
11004,2,1186,0,1,34.5,352,0,4
11005,2,1123,0,1,12.4,347,0,0
11006,1,858,0,1,42.8,85,0,0
11007,3,1078,1,0,42.6,65,0,2
11008,7,967,1,1,49.7,223,0,0
11009,1,1037,0,1,29.2,425,0,1
11010,6,1370,0,0,24.3,165,0,1
11011,6,698,0,0,48.4,163,0,0
11012,3,963,0,1,42.1,238,0,1
11013,2,907,0,0,19.5,330,1,0
11014,1,1097,1,1,43.0,242,0,1
11015,5,787,0,0,44.3,188,2,1
11016,3,758,0,0,44.4,397,0,0
11017,1,883,0,1,43.3,69,0,1
11018,3,1018,0,1,22.0,330,0,1
11019,3,785,0,1,23.3,361,0,3
11020,6,236,0,0,45.5,109,1,1
11021,3,661,1,0,19.9,313,2,1
11022,3,1253,0,1,26.9,247,1,0
11023,1,1286,0,0,13.3,67,0,2
11024,1,775,0,1,39.4,270,0,0
11025,2,1349,0,1,32.6,134,1,0
11026,6,818,0,1,37.4,141,0,0
11027,5,516,0,0,22.7,159,0,1
11028,1,823,1,0,39.0,327,1,0
11029,2,1081,0,1,32.3,401,1,1
11030,2,758,1,0,49.1,325,1,1
11031,2,1050,1,1,10.2,315,1,0
11032,3,966,0,0,36.2,205,0,1
11033,2,828,0,1,19.3,310,0,1
11034,1,1094,0,1,15.6,131,0,0
11035,5,1207,1,0,32.6,210,0,0
11036,2,945,1,0,25.7,129,0,4
11037,3,1047,0,1,30.6,410,1,0
11038,0,535,1,1,20.3,409,0,1
11039,3,1247,0,1,40.9,314,0,2
11040,5,766,0,1,35.5,250,0,0
11041,2,684,1,1,33.3,141,1,3
11042,5,1121,0,1,38.4,302,0,2
11043,7,804,0,1,40.3,461,0,2
11044,2,726,0,0,32.3,406,0,2
11045,6,826,0,0,15.4,62,0,0
11046,4,595,0,1,20.5,151,0,2
11047,4,723,0,0,14.1,116,2,0
11048,1,1155,0,1,16.5,342,0,0
11049,4,1191,0,0,13.1,410,0,0
11050,2,916,0,1,31.2,406,0,1
11051,8,730,0,0,38.3,439,0,2
11052,3,1003,0,1,15.8,241,0,3
11053,5,425,1,1,11.8,338,0,0
11054,1,1192,0,1,28.2,71,0,2
11055,5,882,0,0,48.8,81,0,1
11056,3,641,0,0,34.0,288,1,0
11057,6,1271,0,1,42.5,212,1,0
11058,2,910,0,0,18.1,354,0,1
11059,2,793,0,0,47.1,101,1,1
11060,5,1412,0,1,27.4,98,0,1
11061,4,768,0,0,22.0,436,0,1
11062,2,1087,0,0,30.9,127,0,0
11063,2,1073,0,0,41.9,349,0,1
11064,0,688,1,0,41.5,434,0,0
11065,2,865,0,0,25.3,150,0,1
11066,3,836,0,1,17.0,244,0,0
11067,3,458,0,1,15.9,414,2,1
11068,3,408,0,0,20.8,156,0,0
11069,1,356,0,1,47.2,156,0,3
11070,3,787,0,0,18.5,69,1,0
11071,4,651,0,1,35.0,84,0,1
11072,2,667,1,1,20.4,70,0,1
11073,4,794,0,1,43.4,276,0,2
11074,3,900,0,0,37.7,380,0,1
11075,6,821,1,1,44.0,63,0,2
11076,3,723,0,0,28.3,251,0,0
11077,4,1382,0,0,33.0,378,1,2
11078,3,849,0,0,19.3,140,1,0
11079,1,1149,1,0,14.8,341,0,1
11080,2,590,0,1,45.7,297,0,1
11081,2,1233,0,1,21.4,100,0,0
11082,3,762,0,1,39.3,74,0,0
11083,5,1600,0,0,18.4,293,0,1
11084,2,572,0,1,26.3,121,0,0
11085,4,633,0,0,49.5,395,1,1
11086,4,852,0,0,14.3,185,0,1
11087,3,811,0,1,19.3,371,0,0
11088,3,606,0,0,39.4,331,1,1
11089,6,1268,0,1,14.3,413,0,1
11090,4,1242,0,0,43.9,324,0,1
11091,2,814,0,0,11.0,72,1,1
11092,3,1152,0,1,30.1,232,1,1
11093,0,1255,0,0,25.1,224,2,3
11094,4,897,0,1,15.1,205,0,3
11095,4,732,0,0,35.8,451,0,0
11096,1,1220,1,1,48.6,119,0,3
11097,1,1181,0,1,33.6,440,1,2
11098,6,586,1,0,18.0,101,0,0
11099,2,1254,1,1,13.9,50,0,1
11100,1,644,0,0,42.0,372,1,0
11101,2,994,1,0,43.9,332,0,0
11102,3,695,0,1,34.4,241,0,2
11103,1,941,1,1,10.3,74,1,1
11104,3,928,1,1,13.9,424,0,2
11105,3,1458,0,1,37.7,90,0,0
11106,2,494,0,1,21.9,253,1,0
11107,2,707,0,1,21.1,293,0,2
11108,3,783,1,1,25.0,460,0,2
11109,6,982,0,1,42.0,358,1,1
11110,3,822,0,1,41.5,380,0,1
11111,4,350,0,1,20.5,81,0,1
11112,3,1084,0,0,40.3,178,0,0
11113,0,1233,0,1,20.9,155,0,5
11114,2,1008,0,0,17.0,265,0,0
11115,4,785,0,0,46.4,64,0,1
11116,1,951,0,0,27.2,195,0,0
11117,4,595,0,1,35.1,278,0,1
11118,2,1165,0,1,16.1,91,0,0
11119,4,1024,0,1,14.2,333,1,0
11120,2,766,0,0,39.8,113,0,3
11121,5,920,0,0,40.2,293,0,0
11122,2,1157,0,1,36.5,466,1,1
11123,5,1191,0,1,27.9,67,1,0
11124,5,881,0,0,44.5,98,0,1
11125,1,1436,0,1,12.4,349,0,3
11126,2,1242,0,1,42.0,50,0,3
11127,2,1031,0,0,21.1,173,0,0
11128,2,801,0,0,46.2,294,1,2
11129,5,808,1,0,18.1,241,0,0
11130,2,950,0,1,14.9,442,1,3
11131,3,872,1,0,22.2,276,0,1
11132,4,1325,0,1,22.9,333,0,0
11133,4,665,1,1,36.3,411,0,0
11134,3,1026,0,1,16.2,256,0,3
11135,2,399,0,0,22.1,283,0,3
11136,6,994,0,1,34.2,68,2,1
11137,2,1117,0,0,21.4,325,0,1
11138,2,1260,0,1,25.9,121,0,0
11139,2,752,0,1,15.3,421,1,1
11140,1,721,0,0,14.5,294,0,1
11141,1,1155,0,1,39.6,109,1,0
11142,4,1198,0,1,12.7,107,0,3
11143,1,843,0,0,48.6,190,0,2
11144,1,410,1,1,38.4,410,0,0
11145,2,635,0,0,41.4,50,1,0
11146,4,876,0,1,29.4,334,1,1
11147,5,545,0,0,18.8,174,0,0
11148,4,1082,1,0,47.4,321,0,1
11149,0,706,0,1,49.1,258,0,3
11150,2,881,0,0,48.9,417,0,1
11151,3,1173,0,0,23.7,142,0,0
11152,3,991,0,1,24.7,455,1,2
11153,4,1386,0,0,23.1,51,1,0
11154,1,1249,0,0,15.4,265,0,1
11155,4,640,0,1,34.4,411,0,1
11156,2,1048,1,1,40.6,141,0,1
11157,3,938,0,1,44.7,309,0,2
11158,3,1196,0,0,28.1,455,0,0
11159,2,1030,0,1,12.1,288,0,3
11160,3,775,0,0,24.3,428,2,1
11161,3,1019,0,1,16.4,317,2,1
11162,5,807,0,0,31.7,461,0,2
11163,1,738,0,0,37.5,141,0,6
11164,4,872,0,1,25.7,271,1,1
11165,3,962,0,0,43.7,158,1,0
11166,6,1225,0,0,39.6,64,0,0
11167,2,775,0,1,22.4,315,0,0
11168,3,420,0,0,12.5,231,0,2
11169,2,850,0,0,24.7,146,0,0
11170,3,964,1,1,38.3,337,1,1
11171,5,945,0,0,44.5,307,0,1
11172,2,836,0,1,33.3,401,0,0
11173,4,1137,0,1,21.6,390,0,0
11174,2,978,0,1,19.7,236,0,1
11175,0,1050,0,0,12.9,260,0,1
11176,2,440,1,0,15.2,293,0,2
11177,5,856,0,0,46.0,331,0,1
11178,1,865,1,1,15.0,444,0,1
11179,1,1320,0,1,29.1,388,1,0
11180,5,873,1,0,12.5,306,0,3
11181,6,734,0,1,12.6,457,1,3
11182,3,720,0,1,26.1,282,1,0
11183,4,1144,0,0,13.6,329,1,1
11184,4,754,1,0,45.5,419,1,2
11185,3,686,0,0,13.4,322,0,2
11186,2,1129,0,1,39.5,175,1,0
11187,4,997,0,0,43.8,424,0,0
11188,4,840,0,1,26.3,79,1,0
11189,4,568,0,0,13.6,282,0,0
11190,4,1038,0,1,14.2,61,0,0
11191,1,1106,1,0,47.9,462,0,0
11192,2,661,0,0,34.8,278,1,0
11193,3,991,0,0,12.8,318,0,1
11194,13,874,0,0,34.5,181,1,0
11195,4,678,0,1,12.5,280,0,0
11196,1,788,0,1,29.3,98,0,4
11197,0,888,0,0,45.4,455,0,0
11198,2,570,0,0,30.5,80,0,0
11199,5,1042,0,1,24.4,55,2,3
11200,3,722,0,1,18.9,247,0,2
11201,3,732,0,1,24.0,182,0,0
11202,2,1026,0,1,45.6,58,0,1
11203,4,786,0,1,22.2,467,1,2
11204,3,846,0,1,24.6,361,0,5
11205,4,873,0,0,41.7,105,0,1
11206,1,706,0,0,11.7,147,2,1
11207,4,770,1,1,33.8,279,1,1
11208,2,895,1,0,11.2,283,1,0
11209,3,896,0,0,10.1,59,1,1
11210,4,1031,1,1,24.2,461,0,2
11211,2,1042,0,1,17.5,343,0,0
11212,1,1204,1,0,13.5,298,0,4
11213,4,523,0,0,40.6,176,0,1
11214,3,1128,0,1,37.7,433,0,0
11215,1,814,0,1,44.8,373,1,1
11216,4,1064,0,1,18.9,302,1,0
11217,2,984,0,1,29.2,270,0,0
11218,4,755,0,1,49.5,65,0,1
11219,1,1280,0,1,29.1,388,0,0
11220,6,1090,0,0,30.4,160,1,1
11221,6,1005,0,1,13.1,168,0,1
11222,2,1447,0,1,42.6,453,1,2
11223,2,656,0,0,28.7,425,0,1
11224,1,906,1,1,22.4,202,0,0
11225,3,1040,1,1,38.0,87,0,0
11226,6,633,0,1,31.8,150,0,0
11227,1,734,0,1,49.1,211,1,0
11228,3,1149,1,1,28.6,436,0,0
11229,0,775,0,1,46.5,469,0,0
11230,3,1117,0,0,29.6,98,0,1
11231,1,742,0,1,28.3,270,0,3
11232,3,1405,0,1,12.5,318,1,3
11233,2,314,0,1,45.0,345,0,0
11234,6,1152,0,1,46.3,115,0,2
11235,3,962,0,0,10.0,160,0,1
11236,3,517,0,0,12.4,189,0,0
11237,4,844,1,1,24.5,182,0,1
11238,3,418,0,1,18.7,94,0,0
11239,3,988,0,0,23.4,159,0,1
11240,1,750,0,1,18.0,331,2,1
11241,5,412,0,0,39.5,63,0,0
11242,3,941,0,1,10.2,444,1,0
11243,5,936,0,0,44.5,104,0,0
11244,5,1426,1,0,17.1,202,0,3
11245,2,1107,0,0,32.7,228,1,1
11246,2,303,0,0,35.1,105,0,0
11247,2,767,0,0,22.7,166,0,1
11248,4,1176,1,0,31.8,319,0,2
11249,3,493,0,0,31.1,441,0,0
11250,2,707,0,1,14.3,114,2,4
11251,5,900,0,1,27.5,243,0,2
11252,2,767,0,1,43.4,265,0,1
11253,4,1297,0,1,47.9,226,0,0
11254,6,945,1,0,13.0,272,0,1
11255,3,908,0,0,18.4,385,1,3
11256,4,670,0,0,34.3,396,2,2
11257,2,624,0,1,25.4,156,1,1
11258,4,926,1,1,14.5,238,0,1
11259,1,879,0,0,12.8,286,1,1
11260,1,595,0,1,44.1,276,0,0
11261,2,958,0,0,31.9,336,0,1
11262,5,914,0,1,23.8,207,0,1
11263,1,822,0,1,38.5,145,1,0
11264,3,1198,1,0,41.2,352,2,0
11265,2,896,0,1,29.2,302,1,0
11266,5,840,0,1,19.8,191,0,3
11267,4,1182,1,0,21.0,436,0,0
11268,3,862,1,1,18.0,102,0,1
11269,6,799,0,1,30.7,413,0,0
11270,3,607,1,1,27.2,329,1,0
11271,4,915,0,1,27.3,348,0,0
11272,3,1133,0,0,31.3,52,0,2
11273,3,795,0,1,34.1,248,0,0
11274,1,567,1,0,16.7,59,0,2
11275,2,1152,0,1,25.3,205,1,1
11276,5,1162,0,1,10.7,413,0,1
11277,2,1046,0,1,42.4,442,0,1
11278,5,924,0,1,18.4,402,1,1
11279,6,1005,1,1,48.8,371,0,2
11280,3,512,0,1,45.0,75,1,1
11281,2,754,0,1,35.8,448,1,1
11282,2,1068,0,0,19.8,344,0,2
11283,3,984,0,0,10.1,419,0,3
11284,4,1125,1,0,28.5,115,0,0
11285,1,1283,0,0,30.4,385,0,1
11286,4,591,0,1,39.5,85,0,2
11287,2,1020,0,1,11.2,94,0,3
11288,3,835,0,0,30.6,269,1,1
11289,0,788,0,1,40.2,278,0,0
11290,3,1517,0,0,27.3,134,2,1
11291,5,507,0,1,28.3,196,0,1
11292,2,854,0,1,42.4,121,0,1
11293,6,840,0,1,28.6,163,1,1
11294,3,911,0,1,35.8,62,0,0
11295,0,406,1,0,40.8,262,0,0
11296,2,654,0,1,44.5,101,1,3
11297,1,912,0,1,38.7,71,0,1
11298,8,551,1,0,15.2,336,1,3
11299,4,1138,0,0,38.9,201,1,2
11300,3,1044,0,0,11.4,393,1,0
11301,4,503,0,1,39.9,151,0,3
11302,3,842,0,1,24.1,162,1,2
11303,4,993,0,1,20.0,312,1,0
11304,5,556,0,1,46.8,80,0,1
11305,5,505,0,0,46.9,57,0,2
11306,2,660,0,0,21.3,150,0,2
11307,2,1571,0,0,31.8,200,2,2
11308,4,1173,0,1,24.7,445,0,0
11309,4,747,1,1,15.2,61,0,2
11310,6,567,0,0,25.5,271,0,0
11311,5,693,0,0,37.8,159,1,1
11312,2,1280,0,1,14.4,90,0,2
11313,5,1408,0,1,21.7,220,0,3
11314,2,697,1,0,15.0,172,0,0
11315,5,977,0,0,14.0,72,0,3
11316,6,834,0,0,12.9,387,0,3
11317,4,1217,0,1,26.5,420,0,1
11318,3,626,0,1,37.1,249,0,0
11319,4,1144,0,0,27.6,112,0,1
11320,2,564,0,1,20.5,288,0,0
11321,4,1136,0,0,39.5,134,3,0
11322,2,687,0,1,22.9,297,0,4
11323,2,821,0,0,12.1,345,0,2
11324,5,738,0,0,11.7,431,0,2
11325,2,1390,1,1,44.7,167,0,0
11326,5,1148,0,1,11.7,192,1,1
11327,4,797,0,0,20.3,146,0,4
11328,1,693,0,1,23.5,143,0,1
11329,2,1228,0,0,23.3,158,0,2
11330,9,50,0,0,43.2,235,1,1
11331,4,1019,1,1,26.1,396,1,1
11332,5,660,0,1,40.4,452,0,1
11333,3,1463,0,0,13.3,281,0,1
11334,3,1582,0,1,42.0,421,0,2
11335,4,907,0,0,26.8,341,0,0
11336,3,808,1,1,25.0,161,0,0
11337,2,917,1,1,29.6,212,1,0
11338,4,744,1,0,29.6,95,0,2
11339,2,701,0,0,47.9,105,1,0
11340,8,958,0,0,29.6,94,0,0
11341,1,1055,0,1,16.3,391,0,2
11342,4,933,1,0,13.4,204,0,0
11343,5,972,1,0,32.2,63,0,0
11344,1,741,0,1,43.9,467,0,1
11345,1,666,0,1,22.6,407,0,2
11346,3,664,0,1,43.0,418,0,0
11347,2,1092,1,1,22.8,426,0,3
11348,4,919,0,1,31.9,235,0,2
11349,4,950,0,1,42.5,170,0,2
11350,0,985,0,1,25.2,216,1,1
11351,2,885,0,0,23.3,181,0,0
11352,5,927,1,0,13.0,275,0,1
11353,4,1223,0,1,47.0,159,1,3
11354,2,1094,0,1,49.4,295,0,2
11355,2,856,0,0,33.6,357,0,0
11356,3,781,0,1,42.7,96,0,2
11357,2,1156,0,1,34.9,99,1,2
11358,3,983,0,0,22.9,314,0,2
11359,3,823,1,1,23.3,435,0,0
11360,2,577,1,1,38.3,271,0,1
11361,4,1323,0,1,37.2,462,0,0
11362,0,618,0,1,49.5,52,1,0
11363,3,971,0,1,11.5,350,0,3
11364,2,1356,0,0,39.6,177,0,1
11365,1,814,0,0,32.1,200,0,0
11366,6,888,0,0,42.7,202,1,0
11367,3,1113,0,0,10.6,354,2,1
11368,2,601,1,1,39.0,257,0,3
11369,2,482,0,1,19.0,304,0,0
11370,1,810,0,1,30.6,272,0,3
11371,2,920,1,0,38.4,224,1,0
11372,3,917,0,1,42.2,324,0,2
11373,3,1254,0,0,39.5,381,2,0
11374,4,663,1,0,42.4,409,0,0
11375,2,864,1,1,10.3,372,0,1
11376,1,1276,0,1,26.6,242,0,0
11377,0,830,1,1,12.6,166,0,1
11378,4,1396,0,1,35.6,165,0,1
11379,3,841,1,1,19.8,351,1,1
11380,2,726,1,1,10.5,261,1,2
11381,1,890,1,1,11.8,341,0,2
11382,2,964,0,1,16.5,114,0,0
11383,4,797,0,1,25.2,462,0,0
11384,1,999,0,1,32.7,79,0,1
11385,6,862,1,1,31.8,142,0,1
11386,2,1217,0,1,42.6,351,1,1
11387,6,1026,0,1,23.5,189,1,1
11388,5,902,0,0,19.8,374,0,1
11389,6,820,0,0,40.6,258,0,1
11390,2,1100,0,0,26.9,214,0,0
11391,5,907,1,0,47.0,99,2,0
11392,4,786,0,0,24.4,190,0,2
11393,3,719,0,1,33.5,270,0,1
11394,1,1074,0,1,40.3,168,0,0
11395,1,782,0,0,34.6,416,0,1
11396,2,825,1,0,49.7,96,2,0
11397,2,1038,0,0,24.2,290,0,1
11398,3,1167,0,0,12.6,331,0,3
11399,4,1048,1,0,25.5,366,1,2
11400,2,1113,0,1,15.6,464,0,1
11401,1,1077,0,1,14.0,338,1,1
11402,3,902,1,0,42.6,465,0,0
11403,1,998,0,0,23.2,70,1,3
11404,5,1356,0,0,22.0,133,0,1
11405,2,851,1,1,18.2,87,0,1
11406,2,626,0,1,49.1,108,0,2
11407,2,268,0,0,16.2,227,0,3
11408,1,1383,0,0,38.2,293,1,1
11409,4,1395,0,0,16.3,108,0,4
11410,3,652,0,1,30.0,103,0,3
11411,4,1221,0,0,31.3,206,0,0
11412,7,1158,0,1,43.7,170,0,0
11413,2,1060,0,0,28.3,87,0,1
11414,6,1025,0,0,42.9,248,0,1
11415,3,713,0,0,21.4,383,1,0
11416,2,932,0,1,17.9,137,0,1
11417,1,986,0,1,45.2,398,0,1
11418,5,917,0,0,18.3,181,0,0
11419,2,886,0,1,39.9,362,0,2
11420,4,1225,0,1,13.8,282,0,0
11421,4,1153,1,1,21.5,68,1,1
11422,4,1118,0,1,15.0,384,0,3
11423,2,1133,1,1,26.2,465,1,0
11424,1,957,0,1,40.5,398,0,3
11425,4,1191,0,1,37.6,71,0,1
11426,2,600,0,0,19.4,419,0,1
11427,7,917,0,1,30.9,341,0,3
11428,4,1077,0,1,28.6,299,0,0
11429,3,1035,0,1,39.8,230,0,2
11430,6,993,0,1,12.8,161,0,0
11431,4,1131,0,1,39.7,254,0,0
11432,3,1260,0,1,18.2,364,1,2
11433,5,634,0,0,36.4,106,0,0
11434,2,975,1,0,13.9,274,0,0
11435,5,719,1,0,39.7,264,0,3
11436,2,1167,0,0,38.2,98,0,1
11437,2,1080,1,0,20.8,327,1,1
11438,1,657,1,0,45.9,89,1,0
11439,4,898,0,0,28.9,66,0,2
11440,4,524,0,0,34.2,220,0,2
11441,3,1137,0,1,20.6,418,2,0
11442,2,766,0,1,30.7,389,0,1
11443,4,617,0,0,11.6,306,1,0
11444,2,813,1,1,18.8,353,0,3
11445,2,1045,0,1,15.7,453,0,3
11446,1,971,0,0,17.9,90,1,3
11447,1,777,1,0,13.6,83,0,1
11448,0,873,0,1,22.1,182,0,0
11449,2,827,0,1,43.1,419,0,1
11450,5,666,1,0,31.7,161,0,1
11451,4,433,1,1,32.4,423,0,1
11452,1,898,1,0,27.7,263,1,0
11453,1,1046,0,0,38.9,430,1,1
11454,4,896,0,1,46.4,151,0,0
11455,3,1412,1,1,39.4,291,0,2
11456,5,751,1,1,18.0,250,0,0
11457,3,889,0,0,13.2,388,0,0
11458,4,1021,0,1,12.3,413,2,0
11459,3,1010,0,1,44.6,402,1,0
11460,1,836,1,1,25.7,227,1,0
11461,2,886,0,0,13.4,67,1,2
11462,2,879,0,1,46.5,111,0,1
11463,5,1070,1,1,26.0,291,1,0
11464,4,726,0,1,43.3,200,1,0
11465,1,291,0,0,20.3,237,1,0
11466,4,814,0,1,19.8,172,1,0
11467,2,1321,0,1,49.0,183,0,0
11468,10,1100,0,1,19.6,378,0,3
11469,2,507,1,1,46.1,429,0,1
11470,2,1068,0,0,26.1,276,0,0
11471,0,952,0,1,20.2,54,0,0
11472,2,806,0,1,29.4,231,0,0
11473,3,630,0,1,21.9,204,0,4
11474,6,696,0,1,11.5,354,0,3
11475,2,760,0,1,16.3,370,1,0
11476,8,1358,0,0,15.4,320,0,2
11477,1,1060,0,1,29.8,98,0,2
11478,4,722,1,0,19.2,403,0,3
11479,3,764,0,1,14.4,190,0,0
11480,0,890,0,1,10.8,450,0,1
11481,1,791,0,1,17.8,196,0,2
11482,3,903,0,0,41.1,282,0,0
11483,2,863,1,0,40.9,76,0,3
11484,2,924,0,0,47.5,108,1,2
11485,0,400,0,1,35.5,97,1,1
11486,2,1100,0,1,21.7,399,0,3
11487,0,759,1,0,32.2,149,0,1
11488,3,1126,0,0,25.8,436,0,1
11489,4,1449,0,1,14.2,268,0,1
11490,2,536,0,0,16.6,433,0,0
11491,4,924,1,0,38.5,282,0,2
11492,4,794,0,0,48.7,133,0,0
11493,4,998,0,1,36.7,221,0,0
11494,2,373,0,0,37.0,220,0,3
11495,3,810,1,0,42.1,177,0,0
11496,0,695,0,1,41.5,208,0,0
11497,4,1306,0,0,38.2,377,1,1
11498,2,1364,0,1,42.6,452,2,2
11499,4,828,0,1,30.5,270,0,1
11500,1,613,0,0,15.7,362,0,1
11501,4,690,0,0,40.1,309,1,0
11502,3,909,0,1,19.0,50,1,0
11503,3,549,0,1,46.5,389,0,1
11504,4,1029,1,1,12.9,371,1,1
11505,1,850,0,1,15.9,263,0,0
11506,3,989,0,1,28.0,77,0,0
11507,5,998,0,1,33.6,108,1,3
11508,3,1244,0,1,32.1,409,2,0
11509,3,1058,0,0,19.8,281,1,0
11510,4,973,0,1,21.2,212,0,2
11511,2,962,1,1,24.9,351,0,2
11512,4,405,0,0,26.4,463,2,1
11513,7,944,0,1,43.1,100,0,1
11514,2,1053,0,0,11.8,267,0,0
11515,3,869,0,1,41.9,353,0,5
11516,2,1316,1,0,46.5,152,0,2
11517,2,528,0,0,40.8,139,0,2
11518,2,715,0,0,45.2,198,0,1
11519,2,741,0,0,36.0,209,1,1
11520,2,902,0,1,15.1,231,0,1
11521,4,738,0,1,36.7,266,1,0
11522,2,589,1,0,19.3,125,0,1
11523,0,811,0,1,35.0,148,1,3
11524,1,1153,0,0,41.9,195,2,2
11525,2,1088,1,1,17.8,280,1,0
11526,7,726,0,1,44.9,92,0,1
11527,3,806,0,1,47.1,182,0,3
11528,1,705,0,1,12.1,202,0,1
11529,3,584,0,0,36.1,187,0,5
11530,4,1006,0,1,32.1,437,0,0
11531,5,579,0,0,12.7,366,1,2
11532,3,1065,0,0,34.8,399,0,1
11533,3,1354,1,0,28.0,440,0,3
11534,2,993,0,0,11.6,347,0,2
11535,0,1055,0,0,39.2,55,0,1
11536,1,1048,0,1,49.8,86,0,2
11537,3,777,0,1,39.4,207,1,3
11538,2,992,0,0,36.1,123,0,0
11539,4,978,0,1,46.3,175,0,3
11540,0,743,0,0,40.3,303,0,0
11541,4,270,0,1,42.5,411,1,3
11542,4,638,0,0,15.5,406,0,0
11543,3,664,1,1,13.9,164,0,2
11544,4,1025,0,0,46.0,114,1,1
11545,3,530,0,1,46.4,316,0,1
11546,0,1367,0,1,18.8,233,0,0
11547,1,1307,0,1,43.4,251,0,0
11548,3,1163,0,0,48.4,295,0,1
11549,5,772,0,1,20.5,89,0,1
11550,4,380,0,1,16.7,317,0,1
11551,3,1108,1,1,21.4,331,0,1
11552,3,713,0,1,35.5,422,0,1
11553,1,1096,1,0,46.5,236,0,0
11554,3,1050,0,0,36.4,154,1,2
11555,3,789,0,1,18.3,430,1,1
11556,4,594,0,0,23.4,300,1,1
11557,5,946,0,1,30.1,295,0,1
11558,4,507,0,0,16.8,307,1,3
11559,2,970,0,1,38.4,113,0,2
11560,2,1017,0,1,39.8,266,0,3
11561,2,735,1,0,31.2,416,1,1
11562,3,524,0,1,33.9,76,1,0
11563,7,1307,0,0,20.4,209,0,0
11564,5,766,0,1,21.6,449,0,0
11565,4,848,0,1,16.8,447,3,1
11566,0,1172,1,1,31.3,207,0,2
11567,0,757,0,1,24.4,404,0,1
11568,6,709,0,1,19.8,65,1,0
11569,6,1402,0,0,12.0,369,0,1
11570,2,716,0,1,31.8,439,0,1
11571,2,1204,0,1,13.1,216,0,2
11572,2,938,0,0,39.0,106,0,1
11573,3,932,0,1,33.8,220,0,1
11574,0,773,0,0,24.7,113,0,2
11575,0,850,1,0,36.3,327,0,0
11576,2,1346,0,1,33.9,399,0,2
11577,6,1113,0,1,30.4,392,2,3
11578,4,559,0,1,47.4,451,0,1
11579,2,652,1,1,48.5,349,1,2
11580,1,995,1,1,41.8,73,0,2
11581,4,1059,0,1,44.3,359,0,1
11582,5,1091,0,0,26.4,228,0,1
11583,1,880,0,0,48.5,78,0,0
11584,3,687,0,1,27.4,355,0,0
11585,2,697,1,1,43.4,367,0,1
11586,4,324,0,1,47.5,270,0,0
11587,5,1308,0,1,39.7,294,0,0
11588,5,242,0,0,15.5,363,0,0
11589,0,839,0,1,44.6,286,0,0
11590,5,457,0,0,14.7,363,0,2
11591,1,753,1,1,46.5,466,0,1
11592,1,1044,0,1,48.7,76,0,0
11593,5,328,0,0,39.1,155,0,1
11594,2,988,0,1,44.0,354,0,2
11595,1,1117,0,1,12.9,325,0,0
11596,3,795,0,0,20.8,78,0,0
11597,1,1584,0,0,36.6,212,0,0
11598,4,338,0,1,44.5,254,0,1
11599,3,471,0,1,46.0,302,0,1
11600,0,824,0,1,29.1,190,1,0
11601,2,829,0,0,22.3,80,1,1
11602,3,928,0,1,24.7,145,0,1
11603,1,1132,0,1,26.5,109,0,0
11604,3,586,0,1,33.5,397,0,3
11605,6,560,0,0,38.6,230,2,0
11606,2,726,0,1,11.6,102,0,0
11607,2,1157,1,0,37.3,386,0,1
11608,2,1102,0,0,38.8,77,1,4
11609,3,882,0,1,37.2,447,0,2
11610,4,772,0,0,43.2,205,0,0
11611,8,861,1,1,49.7,130,1,2
11612,6,990,0,0,24.3,118,0,0
11613,6,924,0,0,16.4,396,0,1
11614,2,547,0,1,43.5,116,1,3
11615,6,530,0,0,11.8,327,0,3
11616,3,835,0,1,17.2,345,1,1
11617,5,1081,1,1,48.6,465,0,2
11618,3,634,0,1,45.9,86,0,0
11619,1,1001,0,1,25.1,236,0,0
11620,2,452,1,0,43.8,345,2,0
11621,4,917,0,1,16.8,67,0,1
11622,4,704,0,1,46.1,200,0,0
11623,1,377,0,0,27.0,70,0,0
11624,5,763,1,0,20.5,462,0,2
11625,0,584,0,1,43.6,277,0,3
11626,1,830,0,1,19.9,331,0,1
11627,1,1003,0,0,21.3,426,0,0
